"Name";"List of interests-value";"List of studies-value";"Professional Experience-value"
"louis 9";"[{""desc"":null,""title"":""DATA VISUALIZATION""},{""desc"":null,""title"":""PERSONAL PROJECTS FOCUSED ON TRANSFORMING COMPLEX DATA INTO CLEAR INSIGHTS.""},{""desc"":null,""title"":""OUTDOOR SPORTS""},{""desc"":null,""title"":""HIKING AND TRAIL RUNNING IN ALPINE ENVIRONMENTS.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""UNIVERSIT & GRENOBLE ALPES"",""country or city"":""not found"",""level_of_degree"":""BACHELOR IN APPLIED MATHEMATICS & ECONOMICS""},{""dates"":""2021"",""field"":""not found"",""university"":""LYC 2 E CHAMPOLLION, GRENOBLE"",""country or city"":""not found"",""level_of_degree"":""FRENCH BACCALAUR @ AT""}]";"[{""dates"":""JUNE - SEPTEMBER 2024"",""company"":""RETAIL ANALYTICS COMPANY"",""job title"":""DATA ANALYST INTERN"",""description"":""CLEANED AND ANALYZED LARGE CUSTOMER DATASETS USING PYTHON AND SQL.\nBUILT DASHBOARDS TO SUPPORT MARKETING AND PRICING DECISIONS.\nPRESENTED INSIGHTS TO NON-TECHNICAL STAKEHOLDERS."",""country or city"":""LYON""},{""dates"":""JANUARY - MAY 2024"",""company"":""not found"",""job title"":""BUSINESS ANALYTICS PROJECT (ACADEMIC)"",""description"":""WORKED IN A TEAM TO ANALYZE SALES PERFORMANCE FOR A RETAIL CHAIN.\nDEVELOPED FORECASTING MODELS AND RECOMMENDATIONS FOR INVENTORY OPTIMIZATION."",""country or city"":""GRENOBLE""}]"
"louis 8";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""not found"",""university"":""Lyce Champollion"",""country or city"":""Grenoble"",""level_of_degree"":""French Baccalauréat""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL. Built dashboards to support marketing and pricing decisions. Presented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain. Developed forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 7";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universite Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""not found"",""university"":""Lycee Champollion"",""country or city"":""Grenoble"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\n\nBuilt dashboards to support marketing and pricing decisions.\n\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\n\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 6";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""Mathematics & Physics"",""university"":""Lyce Champollion, Grenoble"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur@ at""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\n\nBuilt dashboards to support marketing and pricing decisions.\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 5";"[{""desc"":""Personal projects focused on transforming complex data into clear insights."",""title"":""Data Visualization""},{""desc"":""Hiking and trail running in alpine environments."",""title"":""Outdoor Sports""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit? Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""Mathematics & Physics"",""university"":""Lyce Champollion, Grenoble"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\n\nBuilt dashboards to support marketing and pricing decisions.\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\n\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 4";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Physics"",""university"":""Lyce Champollion"",""country or city"":""Grenoble"",""level_of_degree"":""French Baccalauréat""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\nBuilt dashboards to support marketing and pricing decisions.\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 3";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit? Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Physics"",""university"":""Lycee Champollion, Grenoble"",""country or city"":""not found"",""level_of_degree"":""French Baccalaure at""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\n\nBuilt dashboards to support marketing and pricing decisions.\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\n\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 2";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"{""studies"":[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""Specialization in Mathematics & Physics"",""university"":""Lycee Champollion"",""country or city"":""Grenoble"",""level_of_degree"":""French Baccalaure at""}]}";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\n\nBuilt dashboards to support marketing and pricing decisions.\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\n\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 10";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit? Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""Mathematics & Physics"",""university"":""Lycee Champollion, Grenoble"",""country or city"":""not found"",""level_of_degree"":""French Baccalaur? at""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\n\nBuilt dashboards to support marketing and pricing decisions.\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
"louis 1";"[{""desc"":null,""title"":""Data Visualization""},{""desc"":null,""title"":""Personal projects focused on transforming complex data into clear insights.""},{""desc"":null,""title"":""Outdoor Sports""},{""desc"":null,""title"":""Hiking and trail running in alpine environments.""}]";"[{""dates"":""2021-2024"",""field"":""not found"",""university"":""Universit ? Grenoble Alpes"",""country or city"":""not found"",""level_of_degree"":""Bachelor in Applied Mathematics & Economics""},{""dates"":""2021"",""field"":""not found"",""university"":""Lyc@e Champollion"",""country or city"":""Grenoble"",""level_of_degree"":""French Baccalaur@at""}]";"[{""dates"":""June - September 2024"",""company"":""Retail Analytics Company"",""job title"":""Data Analyst Intern"",""description"":""Cleaned and analyzed large customer datasets using Python and SQL.\n\nBuilt dashboards to support marketing and pricing decisions.\nPresented insights to non-technical stakeholders."",""country or city"":""Lyon""},{""dates"":""January - May 2024"",""company"":""not found"",""job title"":""Business Analytics Project (Academic)"",""description"":""Worked in a team to analyze sales performance for a retail chain.\n\nDeveloped forecasting models and recommendations for inventory optimization."",""country or city"":""Grenoble""}]"
